undermining|assault
truth|mistake,image,fancy,delusion,imposture,falsity,fiction,fabrication,inaccuracy,lie,falsehood,error,mendacity,myth,deception,untruth,fraud,guile,hypocrisy,assumption,pretense,fallacy,sophism,distortion
mortify|indulge
villainous|noble,refined,worthy,honorable,upright,gentlemanly
exempt|fraught,taxable,nonexempt,enforce
very softly|fortissimo
untouched|touched,moved
unmotorized|motorized
tendency|aversion,reluctance,repulsion,repugnance,opposition,divergence,tangency,deviation,occurrence,event
boorishness|etiquette,learning,refinement
faulty|unassailable,accurate,faultless,correct,perfect,blameless,irreproachable,complete
aptness|inaptness
disappointment|triumph,gratification,fruition,victory
modestness|immodesty
on-line|off-line
rim|center,midst
decline|prefer,choose,eminence,flourish,undertake,ascent,premium,have,academy,elevation,acclivity,grow,bevive,agree,improvement,consent,culmination,accept,better,take,advancement,acceptance,engage,succeed,progress,rise
consumptive|generative
guiltiness|innocence
embroider|patch,repair,botch,darn
uneconomical|thrifty
carelessness|calculation,aim,attention,carefulness,zeal,care,concern,diligence
guise|sentiment,mind,character,disposition,individual,person,soul,self,life,opinion
hairy|hairless
exit|advantage,acceptation,be born,enter
indite|transcribe,copy,duplicate,imitate
system|litter,chaos,irregularity,example,disorder,feature,disarrangement,constituent,implication,derangement,jungle,confusion,intricacy,exponent
likelihood|unlikelihood,inconceivability,impossibility,distinction,improbability,unlikeliness,difference,inconsistency,uncertainty,contrariety
undiscerning|keen,discerning,sad,shrewd,discreet,sharp
sublunary|eternal
carefulness|extravagance,carelessness,incaution
imprudent|wise,advisable,considerate,prudent,judicious,discreet
sophistication|naivete
uncle|aunt
retain|abjure,appointment,fling,renounce,allot,furnish,offer,cast,eject,award,convey,administer,relinquish,distribute,vacate,render,alter,give,lose,yet,distil,forget,afford,abandon,appoint,abdicate,forego,emit,send
retail|wholesale,buy
crew|elite,supercargo,bevy,cream,galaxy
decorum|unseemliness,disturbance,disorder,indecorum
steadily|uncertainly,unsteadily
vacation|trace,occupation,business,term,employment,worktime
sacred|profane,worldly,laical,sacrament
outcome|initiation,beginning
tender|strong,rough,sturdy,hardy,heedless,toughened,unkind,obdurate,unmerciful,tough,austere,ruthless,sharp,careless,coarse,fierce,pitiless,hard,inhuman,blood-thirsty,callous,unfeeling,barbarous,bobber
gratulation|penitence
infected|antiseptic
soullessness|soul,spirit
take hold|let go of
oloomy|cheerful
inaccuracy|truth,accuracy,nicety,fidelity
historian|harbinger
analogue|digital
meditate|consummate,enact,complete,execute
toftened|obdurate
inauguration|conclusion,termination,dismissal,valedictory,valediction,discharge,end,close
recollect|forget,anticipate,block,foresee
future|bygone,instantly,late,immediate,past,ago,formation,lately,present,gone,nautical
altercation|unanimity,harmony,agreement,consonance,compromise,reconciliation,concord
dehydrate|hydrate
moan|carol
royal|routine
prosaic|figurative,fanciful,witty,poet,imagination,poetry
loamless|loamy
untrained|trained,proficient,skilful
body|limb,mind,side,intellect,conglomeration,anatomy,soul,mass,spirit,branch,intelligence,iiniverse,illusion,head,marrow,fragment,world,ghost,outskirts,member,extremity
brains|lunacy
closure|aperture
always|never,instantly,now,sometimes,occasionally,momently,suddenly
magisterial|magazine
adhere|give,separate,sunder,sever,vacillate,part,fluctuate,vitiate,burst,veer,way
lifelike|mechanical
alas|luckily,fortunately
icild|calm
inaudibility|audibility
cathode|anode
simpleness|difficulty,complexity
susceptibility|immunity,apathy
closed chain|open chain
rob|enrich
equipped|unfurnished,unequipped
interfering|neutral
dumb|talkative,chatty,speak,loquacious
unmerited|condign,merited
unvoiced|voiced
accession|diminution,ebb,subsidence,departure,resignation,abatement,abandonment,decrease,drain
lamented|unlamented
tacit|explicit,declared,expressed,mentioned
incognizant|aware
rot|germinate
messiness|tidiness
flaccid|muscular,firm,plump,strong,powerful,chubby,vigorous,brawny,braced
derecognize|certify
illnatured|good-humored
guilt|godliness,righteousness,innocence,sinlessness,purity,innocence^
abroad|aground,fast,composed,poised,loithin,collected,near,self-contained,close,housed
honorably|dishonorably
unsealed|sealed,certain
self-denial|carousal,luxury
unnecessary|needful,necessary
leptorrhinic|platyrrhine,catarrhine
exon|intron
dull|acute,quick,alive,tpark-,resplendent,happy,bright,furbish,splendid,air,fair,burnish,radiant,smart,vivid,racy,vigilance,clever,sad,flaring,witty,funny,gay,glassy,sharpen,brilliant,efficient,nimble,active,rich,cheerful,brisk,blithe,sharp,keen,lively,glowing,knowing,astute,light,gorgeous,poignant,nervous,facetious,elastic,shrewd,vivacious,piquant
honorable|ignominious,venal,dishonest,sordid,false,flagitious,treacherous,ignoble,abject,nefarious,low,villainous,knavish,vile,dishonorable,atrocious,wicked
desideratum|surplus,perquisite,superfluity
accurate|inexact,flippant,careless,vulgar,defective,loose,fanciful,faulty,inaccurate
synchronous|asynchronous
legend|annals,fact,trut\,history,verity,chronicle
meditative|frisky
paraphrase|abridgment
antapex|apex
predisposition|occurrence,event
nativity|death,expiry
immiscible|miscible
tangency|inclination,tendency,concussion
enrichment|havoc
graciousness|malignancy,malignity
tagged|unlabeled
inexpeditious|heady,swift
demur|affirm,acquiesce,hasten,agree,academy
poverty|wealth,lucre,abundance,opulence,sustenance,resources,comfort,worth,competence,riches,excess,affluence,livery,luxury,endowment,plenitude
secondarily|directly,primarily,mainly
boil|calm,freeze,recover,cool,subside
margin|limitation,quantity,stringency,center,restriction,main,space
officiate|witness,retire
shabby|superb,smart
shapeliness|distortion
half-heartedly|heartily
mount|fall,wane,sink,hop out,alight,group
cationic|anionic
pathetic|path
aqueous|igneous
mound|intrenchment
corruption|cost,innocence,nudity,incognito,disguise,nakedness,virtue,costume,equity,rectitude
go to sleep|get up,turn out
awkwardness|dexterity,ease,knack,capability,efficiency,elegance,gracefulness,grace,power,facility
mutilate|edit
voluptuous|puritanical,ascetic,renunciatory,self-sacrificing,austere,self-denying,abstinent
adynamic|dynamic
impotent|effective,omnipotent,efficient,potent,vigorous,virile
bottlefeed|breastfeed
inspiring|uninspiring
uncurtained|curtained
patience|peevishness,petulance,fury,anger,frenzy,temper,rage,wrath,impatience,fretfulness,ire,passion,vexation
grace|wages,gawkiness,awkwardness,revenge,pride,deformity,unkindness,disfavor,inelegance
eatable|inedible
retard|encourage,hasten,instigate,accelerate,carry,quicken,serve,urge
stitch|rend
misregulate|settle
enviable|wretched
poreity|spirit
thoughtful|reckless,listless,thoughtless,heedless,giddy,impetuous,hash,abstracted
noticed|unnoticed
empower|prevent,prohibit,disqualify,disable,hinder,recall,discourage,revoke,enervate,weaken,withdraw
dupe|knave,hypocrite
suppress|intensify,declare,babble,disseminate,circulate,promulgate,narrate,augment,notification,fan,quote,strengthen,raise,propagate,speak,exhibit,kindle,vaunt,adduce,discover,pubjish,excite,increase,announce,flaunt,spread,evince,aggravate,blazon,betray,pronounce,advertise
ex vivo|in vivo
onstage|offstage
untimbered|timbered
bower|place,open
bowed|plucked
celculating|hash
kick|soothe,obey,flatter,caress,cheer
modish|quaint,rude,antiquated
subjugation|manumission,dominion
serene|rude,boisterous
swallowing|eruption
strength|weak point,weakness,disease,weariness,imbecility,delicacy,lassitude,infirmity,languor
officer|servant,private,member,employee
run|malfunction,hitch,percolate,idle,blend,falter,hesitate
interlace|untwine
enact|abrogate,cancel,annul,abolish,expunge,meditate,nullify,camp,repeal,rescind
bomb|pass
unassisted|assisted,aided
unbalanced|equivalent,balanced
defiance|deference,machination,homage
infelicitous|felicitous,happy,opportune
correctness|wrongness,fault,falsehood,blunder,error
gawkiness|grace
taboo|caste
unconventionality|formality
intertwine|untwine
mole|intrenchment
bold|aforesaid,timid,bashful,time,coy,diffident,fearful,meek
agitation|calmness,payment,best,silence,apathy
instability|stableness,balance,perseverance,stability
nonhuman|human
bolt|masticate,unbolt
mourn|triumph,be,joy,rejoice,exult,make,merry,joyful
unfaithfully|faithfully,reliably,dependably
truce|warfare,action,combat
boon|hardship,wages,calamity,harm,trouble,misfortune,grievance,disaster
mendaciously|truthfully
mercenary|lavish,unselfish,prodigal,generous,philanthropic,benevolent,liberal
mood|constitution
absence|efficiency,attention,presence,attendance,situation
negative|affirm,evince,neutral,indicate,positive,position,affirmative
ally|opponent,enemy,foe,adversary,deserter
dehumidify|humidify
intromit|reject
abounding|poor
indiscretion|calculation,modesty,prudence,wisdom
abbreviate|extend,elongate,stretch,expand,lengthen,dilate,enlarge,prolong,expatiate,protract,amplify,produce
lavish|economics,frugal,thrifty,mercenary,sordid,prudent,save
princely|abject
button up|open up
introduce|eject,succeed,conclude,ensue,come,end,after,follow
saturated|unsaturated
discourse|jarg-on,aphorism,falter,apothegm
obstruct|facilitate,forward,hasten,clear,settle,quicken,serve,urge,help,promote,accelerate,free,abet,aid
laceration|ligament
bony|boneless
restricted|measureless,unrestricted,absolute,infinite,^boundless,limitless,broad,immature,comprehensive
assuming|humble
duty|license,dispensation,freedom,crime,exemption,doctrine,immunity
ardor|indictment
labyrinth|calm,insight,perspicacity,understanding,simplicity
differentiated|undifferentiated
asymmetry|symmetry
collected|abroad,violent,warm,outstanding,uncollected,wrathful,ungathered,frantic,breast
agnostical|gnostic
amnesty|vengeance
anxious|indifferent,placid,easy
amenableness|exemption
morsel|maximum
truly|insincerely
elevate|demean,humble,cast,humiliate,demote,debase,abase,lower,settle,depose,depress,degrade
patrimony|caricature,monstrosity,perversion,pattern,misrepresentation
generation|eternity,immortality,posterity,perpetuity,moment
humiliate|aggrandize,dignify,elevate
mope|frisk
undefeated|defeated
affections|mind
downtown|uptown
wideness|narrowness
trunk|branch
serialize|deserialize
saving|extravagance,munificent,wreath
miraculous|natural,scientific,ordinary
moor|wander
slide|bevolve,hitch
failing|pass,healthy,passing
matched|mismatched
vilification|encomium
jungle|arrangement,system,open,clearing,order
enthral|disenchant,manumit
participation|money
damage|preservation,advantage,compensation,recovery,emolument,mend,profit,benefit,reparation,blessing
abridgment|annotation,amplification,paraphrase,comment,expatiation,exposition,elongation,expansion
feminine|masculine,indelicate,rude,unwomanly,robust,rough,unfeminine,neuter,manly,virile
falloumess|agriculture
pattern|culprit,delinquent,copy,duplicate,patrimony
heighten|tone,sink,lower,depress,deteriorate,alleviate,diminish,modify,lessen,palliate,temper,abase,extenuate,qualify
increment|loss,decrement,abrasion,abatement,decrease
low-pitched|high
corruptive|abstersive
cramped|wide
fixedness|looseness
scold|wheedle,soothe,cajole
unconsecrated|holy,sacrament
glorious|inglorious,pitiful
homosexual|bisexual,heterosexual
roundness|angularity
vile|worthy,great,upright,eminent,estimable,exalted,superior,routine,stately,noble,generous,dignified,free,honorable,sublime,liberal
protect|encroach,abandon,beat,violate,betray,banish,confound,endanger
wastefulness|economy,prudence
severance|union,fellowship,ligament
alighting|plight
senility|youth
more|fewer,less,junior
born|unborn,die
kill|resuscitate,rear,reanimate,vivify,enliven,bevive,electric,revivify,quicken
conductor|insulator,dielectric
bore|entertain,interest,gratify,please,delight
inaccurate|accurate,correct,faultless,true,just,faithful
demob|mobilise,mobilize
reprieve|vengeance,retribution
disorder|succession,method,proportion,lay,settle,discipline,sequence,decorum,system,regulation,arrange,digest,course,adjustment,payment,orderliness,order
astringent|emollient
abjurer|candidate
destalinize|stalinize
trodden|pathless
spurn|take,affect,condescend,venerate
tyranny|constitution
bidding|rebuff,request,solicitation,refusal
unromantio|imagination
nighttime|daylight,day
prudently|imprudently
underpay|overpay
destalinise|stalinize
anestrum|estrus
anestrus|estrus
unromantic|maudlin,romantic
receding|prominent
trick out|dress down
scoff|venerate
negotiate|misconduct,stop,mismanage,quash
assoil|convict
hopelessness|hopefulness,recovery
king|queen
kind|abusive,fierce,perverse,severe,unkind,blood-thirsty
supposition|fact,inquiry,reality,demonstration,case
both|no,either,not,neither,one,none,every,any,each
most|least,fewest
multitudinous|sparse
contumely|convene,deference,bays,dismiss,disperse,dissipate,axt,fame,disband
esthetic|inaesthetic
nerve|weakness,nervelessness,timidity,feebleness,enervate,cowardice,paralyze,enfeeble
affection|enmity,indictment
unscrupulous|righteous,honest,punctilious,conscientious,upright,scrupulous
dribble|gumption
diluted|undiluted
ascertain|conjecture,surmise,guess,presume,suppose
mown|unmown
uncrossed|crossed
unblended|blended
generative|consumptive
inglorious|illustrious,famous,glorious,splendid,stupor
blab out|keep quiet
patient|vehement,impatient,insubmissive,fierce,malcontent,resistant,fretful
reject|allow,embrace,prefer,choose,consume,draw,abide,accept,take,suffer,admit,approve,adopt,broil,digest,cite,bear,academy,comprise
fdness|integrity
sad|stupid,senseless,futile,simple,sottish,merry,humorous,absurd,ignorant,jolly,funny,gay,irrational,joyful,sagacious,obtuse,felicitous,silly,foolish,unintelligent,undiscerning,glad,vivacious,ludicrous,dull
accompanying|against
exoteric|esoteric
move|rest,arrest,bide,forbear,settle,abide,stay,prevent,deter,calm,stop,refrain,stand still,deflect,appease
assignment|acceptance,refusal,withdrawal,reception
say|mumble,taciturn,mispronounce,hush,be,sup~,whisper,silence,press,repress
also|the,but,nevertheless,other,spite,in,notwithstanding,of,yet,contrary,on,hand
cloudless|overcast
spread|fold,lessen,abridge,gather,suppress,garner
